,stl
225,25.041385490449834
226,29.017275146642486
227,27.032403204753663
228,25.059189131914728
229,31.61179020636771
230,23.91226158893381
231,26.60957721346196
232,31.950433547690423
233,31.195821672786664
234,30.59782971499189
235,33.40589363161253
236,32.76676818786242
237,33.50902199267766
238,33.10278518209244
239,35.88078475547338
240,37.04060627198653
241,35.80719951716645
242,34.7175289335036
243,39.87121296991248
244,31.295588414892933
245,30.26713698933666
246,39.05562682632994
247,38.2163976444884
248,42.38811861805602
249,39.46560187220653
250,43.189383326741705
251,44.548489076159996
252,44.865729202401596
253,49.790144653938476
254,44.47006330111803
255,44.80615010950176
256,43.8460965681042
257,50.47104159687852
258,42.89914417269202
259,51.449564608034876
260,48.37608987181886
261,47.11949342983276
262,50.64017331849443
263,52.28643534648381
264,51.47185997023301
265,52.15238289844298
266,54.090282198046395
267,50.62717438794578
268,55.819081155595356
269,49.31141732562014
270,55.1623541889557
271,56.15957309709361
272,57.37729406132223
273,56.07430692231715
274,57.245721436562974
275,58.40652283274633
276,58.36452067356436
277,61.99860900426043
278,57.39592934094044
279,57.13308681888999
280,62.160542814988105
281,60.82747122730055
282,61.79868856011373
283,67.60009165869361
284,64.01007055457488
285,61.9206600426785
286,60.70644005825872
287,57.24519889176787
288,65.23400629463472
289,62.61111643848182
290,63.129064380050565
291,67.45432590612224
292,60.86391985980421
293,67.95223074662512
294,63.15914265340821
295,65.97683017541976
296,63.56604667514122
297,66.64537965934126
298,64.31284836435375
299,66.38614919055622
300,61.34849971511833
301,62.9406568604268
302,60.53731770404977
303,62.47452608027491
304,65.34662546083443
305,60.579195742231576
306,61.39896655158826
307,62.781996741274824
308,60.15309001341832
309,65.29270851450649
310,58.45165735100183
311,63.45027745836559
312,64.2628947048601
313,65.27086351090207
314,60.39647190392783
315,65.24302671255477
316,64.32385636595845
317,62.753155703406996
318,57.32547814078262
319,59.95805460254343
320,62.613219687945985
321,59.62643978524575
322,59.92611704518562
323,65.89080148389029
324,64.39808808140157
325,61.75536750363692
326,61.02247992269504
327,59.115990805477615
328,59.85365415964657
329,60.34193765660947
330,60.500069170037435
331,56.088947806185715
332,55.246503380980975
333,52.712682371183426
334,55.69744130757246
335,55.09609493868143
336,51.73577816997368
337,52.41238855378943
338,51.30298397935446
339,50.990135225208874
340,50.55804120840684
341,52.42940193806807
342,51.70711147570023
343,52.13710686955138
344,46.998619790916734
345,48.88224917097312
346,47.24159546505836
347,50.82620958416215
348,44.55519161392861
349,43.77733465840399
350,43.316924620370386
351,44.98731784410513
352,45.32237430422907
353,44.81225569741358
354,39.9229530700597
355,43.99583039730842
356,37.16863273840585
357,42.44928554551261
358,38.096687131807315
359,36.80488682148883
360,37.56762215949222
361,36.934189849015226
362,35.607493898269816
363,37.61917644446175
364,39.50619676962516
365,35.077771186026396
366,33.45613434567745
367,33.245665241355965
368,33.7108219280141
369,29.867101501319155
370,28.64087657052125
371,29.408921389497202
372,25.557279144409968
373,27.19398133464096
374,32.7479539895766
375,26.607620504690253
376,27.18605102452047
377,24.19699473277512
378,24.336500244067487
379,23.062956072807037
380,21.05829838157481
381,23.813212985123933
382,20.162687952671018
383,17.318477939114096
384,23.433223332752583
385,19.908020164752276
386,22.475194097388115
387,25.85414605216213
388,19.898979626166152
389,35.23850895046168
390,37.478768769399515
391,35.355738737809766
392,15.217381889356158
393,15.465955271885345
394,21.064135708210625
395,16.202888830276432
396,17.441623553272642
397,20.445156932904116
398,15.085072207727237
399,19.01400311332564
400,17.380975050599574
401,13.830817461658196
402,12.744685646956714
403,16.738589178357923
404,19.919385265482234
405,10.86998019917634
406,17.313514215093658
407,14.568532963967485
408,13.639263435758913
409,14.818288903445534
410,9.365196950317795
411,12.087882937158636
412,15.592958504647385
413,10.589010342239224
414,12.095644161751988
415,12.740302111756431
416,12.985375565281498
417,13.234047126318135
418,17.319602676205218
419,12.792998979234387
420,11.821511416668159
421,8.895635160381179
422,11.841450609407996
423,15.359044829538014
424,30.21437137549349
425,41.838597682801286
426,43.946917910261675
427,27.10527162898886
428,15.282363954701918
429,18.52870508501556
430,10.702648646859988
431,15.010968134288845
432,14.967084886535655
433,16.971832654448672
434,16.71270187272155
435,14.5924085913223
436,24.660128543597757
437,16.085987361093096
438,15.771445002577202
439,18.549238460466594
440,16.8970564874085
441,27.103337224298542
442,20.241582095351124
443,20.269066177413432
444,22.695100557080252
445,19.60745413458695
446,20.303430628583943
447,21.433078193135515
448,24.394023755482753
449,24.223749280992127
450,20.820255376115984
451,24.972475634627397
452,23.41217031364572
453,23.67594354025371
454,29.081506868904306
455,23.134074017611535
456,28.57354268091092
457,25.39822548298262
458,28.654834189303976
459,29.982548665134537
460,33.96730159928916
461,32.0064137558764
462,29.970633845824423
463,36.46560001354991
464,28.74991050897664
465,31.405901509373415
466,36.7495713141046
467,36.007683573948064
468,35.35114699239306
469,38.12305242586075
470,37.522223678337674
471,38.27890226760437
472,37.85087689018003
473,40.59591878424021
474,41.691266242036825
475,40.41244141654579
476,39.34288223383143
477,44.53311941100316
478,35.94045166231339
479,34.88157616854117
480,43.64024678820138
481,42.81419214650212
482,47.06024321815218
483,44.16515919295613
484,47.91069492562719
485,49.3311595347349
486,49.65291759821651
487,54.594747969891905
488,49.30546969220459
489,49.64498255493249
490,48.68625951691902
491,55.305347732480826
492,47.70718635829947
493,56.16997562037672
494,53.038533842907576
495,51.80032869225877
496,55.33639707364164
497,56.96387533021113
498,56.15433496800803
499,56.874028860813056
500,58.816010614214846
501,55.354639669107705
502,60.53439705478267
503,53.980992651602634
504,59.78070214180036
505,60.75189002404015
506,62.11857885406353
507,61.02829151034578
508,62.42717664955052
509,63.730912450430125
510,63.71125083841146
511,67.38595004694234
512,62.824275821996466
513,62.6484254466357
514,67.76613710601626
515,66.48007870553211
516,67.46485667873357
517,73.29237279643819
518,69.7718527676054
519,67.70739457840101
520,66.46063545762905
521,62.979541322312926
522,71.0015031410177
523,68.44310227469504
524,68.93635109936257
525,73.20987361589705
526,66.58033776514837
527,73.60959508359488
528,68.78148182377755
529,71.5769875319486
530,69.17909878380779
531,72.29231067085772
532,69.94838140009988
533,71.93960963736757
534,66.8210833772768
535,68.42049449502417
536,66.0229965112353
537,67.94299042307038
538,70.83327655239245
539,66.07830764230887
540,66.91711302042161
541,68.4792131251079
542,66.18310036875816
543,71.67229271888183
544,64.9326170876149
545,69.90851635967405
546,70.78411381076768
547,71.79338741074446
548,66.93412831310249
549,71.86099544072084
550,70.9950656175518
551,69.40788741450743
552,64.00272608486885
553,66.63707701013129
554,69.26876995205399
555,66.34610210833142
556,66.70553859368857
557,72.61161949598548
558,71.02685426573542
559,68.31846546629559
560,67.51574683405725
561,65.58357360405952
562,66.3190439844207
563,66.84327235196125
564,67.10732654689409
565,62.786422310802
566,62.0191933848343
567,59.537970039766236
568,62.51060495692083
569,61.91255696901621
570,58.58248564345667
571,59.32131323767221
572,58.30749070529167
573,58.02800498693723
574,57.6204775698642
575,59.543949006422345
576,58.79980636211599
577,59.17697552299426
578,53.965211302504095
579,55.83056342935508
580,54.25255489847865
581,57.849533470047206
582,51.58391347027565
583,50.79391885322386
584,50.34162230876184
585,52.01785223444759
586,52.34013577317972
587,51.86102942912348
588,46.93570663756441
589,50.954298905999416
590,44.12615256329077
591,49.40241263686478
592,45.00321403552255
593,43.71181972279604
594,44.490542524642066
595,43.808163912260696
596,42.43599931367424
597,44.50334665801966
598,46.46623527673613
599,42.04269893008921
600,40.43768413352528
601,40.19170230981708
602,40.61653965968262
603,36.77668554295339
604,35.52300626762273
605,36.32235076442528
606,32.51075995216262
607,34.107154528349916
608,39.67187830187643
609,33.55583593171632
610,34.128948691238904
611,31.148130415496734
612,31.268769928753073
613,29.973374199771104
614,28.001495574558565
615,30.776693932138187
616,27.148179380203377
617,24.345107531858993
618,30.432351495944708
619,26.826168543314235
620,29.368196622995367
621,32.76858323512034
622,26.81857258754237
623,42.16675969091204
624,44.311248075402005
625,42.05501293204772
626,21.898059986503544
627,22.188242226273598
628,27.816872287871373
629,22.923269730676925
630,24.08956682794924
631,27.090803008975936
632,21.749234116789758
633,25.673782446131586
634,24.024106050347875
635,20.474926373460317
636,19.430197413107184
637,23.467758479363756
638,26.687098335807605
639,17.65346257660287
640,24.11639807493083
641,21.401591273189588
642,20.467541182082407
643,21.59979714661617
644,16.099021868882552
645,18.84732924211124
646,22.422984805197352
647,17.479710695233276
648,19.01460906972869
649,19.67117119293322
650,19.88408431518702
651,20.08841903404635
652,24.204979302704476
653,19.777102701191215
654,18.878491613949258
655,15.959425712789436
656,18.94341529690126
657,22.490115017304028
658,37.36057047787912
659,49.02378747361898
660,51.12223635229044
661,34.26776481010785
662,22.485846885855093
663,25.732554015690575
664,17.91261940255715
665,22.211443176993583
666,22.16088472437706
667,24.166916889211553
668,23.90414499397465
669,21.83027388521268
670,31.906074027547
671,23.351267918023957
672,23.059275809924102
673,25.81477411641055
674,24.148496570960106
675,34.373542872726524
676,27.541800204291345
677,27.56817822173463
678,29.96493547527185
679,26.827594590460027
680,27.45407247340844
681,28.544372533557897
682,31.518845841020205
683,31.37614035746564
684,27.976726037612604
685,32.145445097728185
686,30.597771491380218
687,30.84519570860206
688,36.25042033537205
689,30.3301792523953
690,35.78735236294157
691,32.62410757244153
692,35.9352581541112
693,37.344974925607914
694,41.35384945395485
695,39.36682191347006
696,37.377714919671504
697,43.94606391404947
698,36.28149913515468
699,38.970702634988
700,44.30144778269948
701,43.55342731849687
702,42.936061713138265
703,45.70007722329642
704,45.05977673213068
705,45.84176458575984
706,45.428122704339465
707,48.18869775202019
708,49.35130194965869
709,48.09289178497629
710,47.01382326709322
711,52.21717316550528
712,43.675447841905914
713,42.62201634624937
714,51.346706323862435
715,50.48330774320335
716,54.67445722178939
717,51.807582892107106
718,55.553390315685355
719,56.928503129210235
720,57.219374380047896
721,62.09361433945317
722,56.76993001662433
723,57.078555918927975
724,56.09802992802186
725,62.71667024674797
726,55.16461845531363
727,63.76645159352904
728,60.75347561775495
729,59.52600953558701
730,63.04009861146528
731,64.67377278557547
732,63.85754390351261
733,64.55503594464079
734,66.52434010688737
735,63.0729481247892
736,68.21614716688214
737,61.66282826877023
738,67.4897810994906
739,68.48649175888949
740,69.53600375245699
741,67.86319093800817
742,68.66589834976098
743,69.66618021294727
744,69.6269186965558
745,73.30427104325943
746,68.77097779715751
747,68.61016988581493
748,73.75434302986494
749,72.42894939922357
750,73.39832445201854
751,79.20609146713895
752,75.64362530021367
753,73.5620944450773
754,72.31340990200367
755,68.84489629841349
756,76.81453343134758
757,74.17431885501118
758,74.65676844904854
759,78.93178056566212
760,72.3141010517189
761,79.34085709300543
762,74.49479524693487
763,77.28730981794027
764,74.85898678552091
765,77.94787683323828
766,75.61002086746761
767,77.68076460696606
768,72.6614272203247
769,74.24304574857517
770,71.78620118489579
771,73.67761743706237
772,76.52478353030631
773,71.73810322312325
774,72.55049592081822
775,73.76109940227708
776,70.94291110535508
777,76.06190409892918
778,69.3401835986633
779,74.50628808106774
780,75.373649620764
781,76.40691830939669
782,71.53109311830833
783,76.3592709344121
784,75.43000511578637
785,73.83473715559879
786,68.37946587631967
787,71.02342458941489
788,73.72317474281579
789,70.80159920812044
790,71.15526388600313
791,77.09711152640358
792,75.5867305004575
793,72.9609643350835
794,72.22658013469099
795,70.32581377959967
796,71.09352215270047
797,71.5920920152314
798,71.75207721773508
799,67.42674380289716
800,66.70697356910408
801,64.22164400645573
802,67.19502949473251
803,66.60337061966
804,63.277965267335574
805,64.01269340909086
806,62.92865250602427
807,62.591431483862706
808,62.15176922974628
809,64.03862984368473
810,63.32428142481449
811,63.73233928510475
812,58.56640973219214
813,60.47829683073859
814,58.852228441339165
815,62.41298339967157
816,56.123392982771115
817,55.29733819125289
818,54.83285456152376
819,56.51215238708586
820,56.83810169057323
821,56.371759715571066
822,51.504126389190446
823,55.5603020984888
824,48.74171787253343
825,54.023399723645404
826,49.63516864695128
827,48.337532910082345
828,49.093792639522896
829,48.40976171597076
830,47.07004490226803
831,49.145404869730285
832,51.04195843917477
833,46.550313153061246
834,44.905201718238324
835,44.671123297053455
836,45.09185922688134
837,41.24712053223683
838,40.042775489712156
839,40.8296434861484
840,36.992556575464064
841,38.57979910606613
842,44.123011777593966
843,37.998364799926186
844,38.587586005482365
845,35.65253783294419
846,35.84201883607579
847,34.58014473345696
848,32.603454162651886
849,35.39876510564913
850,31.793773799910458
851,28.9884161092924
852,35.081007281961085
853,31.486029497677652
854,34.037637115334476
855,37.439668949652784
856,31.4666497853907
857,46.805795618537175
858,49.016421914176576
859,46.83221058519363
860,26.68003657171703
861,26.939019325597588
862,32.51747716514828
863,27.619394435295508
864,28.793644763227284
865,31.776635786184887
866,26.41103409492211
867,30.312911859244938
868,28.679769122858097
869,25.158875860931655
870,24.11762187086308
871,28.127762527800105
872,31.26420440542136
873,22.175461539481233
874,28.62013441753042
875,25.879732723825512
876,24.961834550640994
877,26.12218875721973
878,20.630033314404187
879,23.310528111972932
880,26.802929519249467
881,21.81354434737479
882,23.28222775435056
883,23.90346771003202
884,24.188652167303037
885,24.479487035045654
886,28.58454017888351
887,24.08019446996308
888,23.189571684030007
889,20.30556385054187
890,23.249232068273056
891,26.775544754937748
892,41.602969800719094
893,53.23228676387003
894,55.37256324914574
895,38.48946796195474
896,26.598269718812272
897,29.77510607448597
898,21.90110181023795
899,26.205757837373135
900,26.173694032079037
901,28.14941399057788
902,27.875631686625507
903,25.779037477501586
904,35.794808780499764
905,27.136347482953397
906,26.781581509286944
907,29.522937537255782
908,27.822895893799846
909,38.022218627136844
910,31.16824193102364
911,31.20255966905943
912,33.608382761500366
913,30.448223869941227
914,31.100661071903712
915,32.29271796620836
916,35.34049812844894
917,35.23224585409764
918,31.862380728261275
919,36.0103980716673
920,34.47411825297637
921,34.75310198192071
922,40.16863603515188
923,34.23463587009934
924,39.64734120283228
925,36.43209982315649
926,39.709882722658364
927,41.083873057366795
928,45.059676579513805
929,43.11068998136306
930,41.09078143604666
931,47.54751614493644
932,39.81970444619987
933,42.50627934025319
934,47.877144306805505
935,47.1372841270499
936,46.53980549205826
937,49.39366198141383
938,48.786191453081166
939,49.54268289313366
940,49.1458228738307
941,51.92014353125101
942,53.042141828541524
943,51.805510732378934
944,50.76259499975011
945,55.92621508646697
946,47.3347370867259
947,46.2660838194489
948,55.010104860754225
949,54.195017923284325
950,58.397004254227284
951,55.480681538311615
952,59.24495217814288
953,60.640474023876926
954,60.93772951833592
955,65.83835485237046
956,60.47137034802936
957,60.761364076482565
958,59.78886415601826
959,66.39230907210047
960,58.78333652814315
961,67.2703279486998
962,64.13366707153709
963,62.84609686849507
964,66.39085478703379
965,68.0591736136688
966,67.24226891692292
967,67.96030934222362
968,69.90825039000107
969,66.43807861715474
970,71.63471358281377
971,65.09606972638764
972,70.93072188308376
973,71.96119280033288
974,73.21226760911007
975,71.83795210954499
976,72.96533440775512
977,74.13685513103736
978,74.06263518476453
979,77.6764849527166
980,73.09468151559152
981,72.87906439238014
982,77.94330499480584
983,76.64039622574774
984,77.64217650765956
985,83.45655604776783
986,79.88884160179045
987,77.83824012444921
988,76.57381220663733
989,73.07066474598689
990,81.10415264482565
991,78.50146490465602
992,78.9771507529466
993,83.24856981158348
994,76.64190235805563
995,83.71013982253072
996,78.88085281670928
997,81.65275844857352
998,79.22136766082768
999,82.3057248080831
1000,79.93848728954147
1001,81.9627190040702
1002,76.9005121105128
1003,78.51051570938003
1004,76.10238213679396
1005,78.02875638469865
1006,80.92800450298273
1007,76.1751814229913
1008,77.03001545056779
1009,78.45547906528111
1010,75.69129231566362
1011,80.53885162465842
1012,73.36702759304832
1013,78.22743388644238
1014,79.09686697797568
1015,80.10320145743523
1016,75.23486132534984
1017,80.13544845033334
1018,79.27521226480117
1019,77.71865947773821
1020,72.27645269768445
1021,74.90313325819253
1022,77.5785945538975
1023,74.67651776831886
1024,75.09450499898412
1025,81.070801646678
1026,79.51426499986093
1027,76.83148901021258
1028,76.04304418681676
1029,74.10571236686766
1030,74.85308098840014
1031,75.35462263142404
1032,75.5366873167731
1033,71.17440875271924
1034,70.40223272737715
1035,67.90724659372522
1036,70.87844907002568
1037,70.31503791722605
1038,67.00197293285693
1039,67.67498646179936
1040,66.59439909761659
1041,66.29964584680587
1042,65.88367532412593
1043,67.81934255888325
1044,67.11060395019295
1045,67.48760846214357
1046,62.2432827989067
1047,64.07229284408965
1048,62.506660062340494
1049,66.10945984320796
1050,59.7934699242085
1051,58.99615808430624
1052,58.54710885215634
1053,60.221514651363734
1054,60.53721046990657
1055,60.07660383351166
1056,55.244510389834225
1057,59.31998080675306
1058,52.49298668849782
1059,57.787639513450216
1060,53.4473690287091
1061,52.185276473776405
1062,52.99344240958064
1063,52.33382458645044
1064,50.95230473449864
1065,52.9852272699224
1066,54.929828397626096
1067,50.52488202790445
1068,48.937667160022066
1069,48.71305004887812
1070,49.1283756771481
1071,45.27384806130551
1072,44.06662876556981
1073,44.89090109214757
1074,41.083798111223324
1075,42.76704891262179
1076,48.36594442690088
1077,42.23532360289181
1078,42.77638128072806
1079,39.762656683062914
1080,39.91789472596782
1081,38.633217545275116
1082,36.623730366051944
1083,39.38212675420916
1084,35.73700536599267
1085,32.880416620826
1086,38.972243335232044
1087,35.42034141560889
1088,37.934605953129335
1089,41.32227538818388
1090,35.43755738621941
1091,50.789619316837424
1092,52.97214328133963
1093,50.81551623862047
1094,30.69457978433125
1095,30.985951836027493
1096,36.61865633601714
1097,31.77249062029392
1098,32.98832223149781
1099,35.97971724927004
1100,30.600103219689835
1101,34.52705559060479
1102,32.880628203087944
1103,29.299750648669157
1104,28.250903387687398
1105,32.27643489386182
1106,35.50865091973696
1107,26.504980585569946
1108,32.92960344993537
1109,30.192249684982166
1110,29.30706180723876
1111,30.472007496731237
1112,24.96653675805232
1113,27.681904611642093
1114,31.192056580378754
1115,26.17421373180351
1116,27.664053146030117
1117,28.331716010818578
1118,28.572142282368876
1119,28.786145265663283
1120,32.89268229851194
1121,28.44039659568082
1122,27.545390344015303
1123,24.624393835157978
1124,27.558124144054016
1125,31.056682675477603
1126,45.926377788123546
1127,57.60987369246462
1128,59.72148789430733
1129,42.86936558599912
1130,31.021379981498516
1131,34.2504550893678
1132,26.472743752390347
1133,30.815014729050027
1134,30.76568087711775
1135,32.741741559398136
1136,32.47767321940418
1137,30.362144668199296
1138,40.40945211008234
1139,31.848352329235396
1140,31.589605640688546
1141,34.37209166215905
1142,32.69093043011229
1143,42.9139920582341
1144,36.08960276417582
1145,36.12924521619958
1146,38.55298557650978
1147,35.46275487653192
1148,36.15516053108348
1149,37.271008566897926
1150,40.21885435803627
1151,40.0806108659299
1152,36.7512946145975
1153,40.9274763789374
1154,39.31890901993039
1155,39.57525740319521
1156,45.01208147808993
1157,39.091605813497125
1158,44.5181334718897
1159,41.30941806507447
1160,44.582593972014394
1161,45.953755034441556
1162,49.95044535844029
1163,47.97219120008174
1164,45.974428591190005
1165,52.51830333289673
1166,44.810380790485596
1167,47.45342940549349
1168,52.764502637365574
1169,52.026769762244484
1170,51.38480102016488
1171,54.18376216957843
1172,53.61973067093333
1173,54.39567193944345
1174,53.97378553134228
1175,56.744481915257175
1176,57.88183683548347
1177,56.6058264352592
1178,55.53150700979695
1179,60.720963081629705
1180,52.13840523705097
1181,51.11474913084313
1182,59.89018816399233
1183,59.03371160693238
1184,63.21125654502618
1185,60.29883057075758
1186,64.02963473952855
1187,65.39821854007764
1188,65.70960797237304
1189,70.63543095901102
1190,65.34183881535043
1191,65.67699847038354
1192,64.696709538256
1193,71.30239626016086
1194,63.72093483501159
1195,72.22563495897793
1196,69.10484128502951
1197,67.8399936661456
1198,71.34195118291066
1199,72.98172306567466
1200,72.17127717401883
1201,72.85189096187443
1202,74.80149616321259
1203,71.37441618575691
1204,76.56616951835646
1205,70.01848395179707
1206,75.883149599583
1207,76.89442385812524
1208,78.07709337722216
1209,76.70331023417113
1210,77.79866041065425
1211,78.95154315984202
1212,78.94197205497008
1213,82.57484824557605
1214,77.95484169648444
1215,77.73811411007904
1216,82.85490117377107
1217,81.58528020190943
1218,82.5977653423447
1219,88.42058825523918
1220,84.87766584754175
1221,82.81029981183671
1222,81.58252619629853
1223,78.11973166282812
1224,86.11459416854032
1225,83.47766117487029
1226,83.964229302435
1227,88.26447704643182
1228,81.63170844497472
1229,88.69133900989772
1230,83.89908769443804
1231,86.72236788673919
1232,84.30807471488961
1233,87.41064650643607
1234,85.11231139738959
1235,87.16653365347335
1236,82.11464371049847
1237,83.72427896070067
1238,81.32960196674415
1239,83.26762253333493
1240,86.15686176871029
1241,81.41471108787523
1242,82.27357875641952
1243,83.67554921581159
1244,81.0604058773996
1245,86.26546787547
1246,79.45925595626152
1247,84.47827137167502
1248,85.33901964723013
1249,86.38127525500028
1250,81.515579707848
1251,86.36092217845088
1252,85.42572363894203
1253,83.80391878194678
1254,78.37587880015532
1255,80.99282939239035
1256,83.60061267053949
1257,80.62259145263093
1258,80.93552663214759
1259,86.9125544415653
1260,85.37934036284703
1261,82.67174445055825
1262,81.91676669557283
1263,79.99335741659436
1264,80.7201724826435
1265,81.21436485811807
1266,81.4144319169241
1267,77.064453585573
1268,76.25271873410591
1269,73.70458733970791
1270,76.65819262691723
1271,76.02945364341552
1272,72.6280840699263
1273,73.32570830803775
1274,72.27534044078664
1275,71.98428104934582
1276,71.58579986069434
1277,73.49192832293483
1278,72.73706012113342
1279,73.1315841585434
1280,67.9785779963617
1281,69.86773924123227
1282,68.26794876440397
1283,71.87197548465647
1284,65.62998561836052
1285,64.835308794798
1286,64.38633717330046
1287,66.0762051922983
1288,66.37259168365141
1289,65.85729485459858
1290,60.953613459614466
1291,64.97892152225148
1292,58.1055556663063
1293,63.346216758837485
1294,58.91676805068927
1295,57.61790002334644
1296,58.39532292256854
1297,57.744746957048314
1298,56.44589014910237
1299,58.52913639847346
1300,60.41915916816582
1301,55.93213505389914
1302,54.32362886877294
1303,54.105285646074684
1304,
1305,
1306,
1307,
1308,
1309,
1310,
1311,
1312,
1313,
1314,
1315,
1316,
1317,
1318,
1319,
1320,
1321,
1322,
1323,
1324,
1325,
1326,
1327,
1328,
1329,
1330,
1331,
1332,
1333,
1334,
1335,
1336,
1337,
1338,
1339,
1340,
1341,
1342,
1343,
1344,
1345,
1346,
1347,
1348,
1349,
1350,
1351,
1352,
1353,
1354,
1355,
1356,
1357,
1358,
1359,
1360,
1361,
1362,
1363,
1364,
1365,
1366,
1367,
1368,
1369,
1370,
1371,
1372,
1373,
1374,
1375,
1376,
1377,
1378,
1379,
1380,
1381,
1382,
1383,
1384,
1385,
1386,
1387,
1388,
1389,
1390,
1391,
1392,
1393,
1394,
1395,
1396,
1397,
1398,
1399,
1400,
1401,
1402,
1403,
1404,
1405,
1406,
1407,
1408,
1409,
1410,
1411,
1412,
1413,
1414,
1415,
1416,
1417,
1418,
1419,
1420,
